,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,t_id,user_id,t_sentiment,t_stance,t_date,t_text,hashtags
184,184,184,1489880,1013085869467734016,42679913,negative,other,2018-06-30T15:44:28.000Z,"""when the UK becomes a third country..."" this is what the extremist wing Conservative party are calling for with their ""hard Brexit"" proposal (which we haven't prepared for). #ToryBrexitShambles https://t.co/92exJGHMhQ",['torybrexitshambles']
185,185,185,2407651,1022138669308825600,42679913,positive,leave,2018-07-25T15:17:03.000Z,"https://t.co/FoSveRCM19 Next time you talk to someone who favours a ""hard Brexit"", get them to watch this video and then ask them why any sane nation would do this. #ToryBrexitShambles",['torybrexitshambles']
186,186,186,3971182,1042038431382216704,392546979,positive,other,2018-09-18T13:11:36.000Z,"@PeterStefanovi2 An autocratic (may way or no way) @theresa_may shoeing she cares not a jot about the consequences of ‘her’ brexit.
#ToryBrexitShambles",['torybrexitshambles']
187,187,187,3971181,1042038431382216704,392546979,positive,other,2018-09-18T13:11:36.000Z,"@PeterStefanovi2 An autocratic (may way or no way) @theresa_may shoeing she cares not a jot about the consequences of ‘her’ brexit.
#ToryBrexitShambles",['torybrexitshambles']
188,188,188,2063619,1018937354264948736,2306697607,positive,remain,2018-07-16T19:16:10.000Z,People are flocking to the SNP as Tory Brexit feels more like a Westminster power-grab https://t.co/JBqXKhyjeY via @leftfootfwd #ToryBrexitShambles,['torybrexitshambles']
189,189,189,1914162,1017450276561793024,199656629,negative,other,2018-07-12T16:47:03.000Z,"Theresa May can’t win it seems: Britain turns against Theresa May on Brexit, Sky Data poll finds 
#ToryBrexitShambles  https://t.co/oYLpRvVA0l",['torybrexitshambles']
190,190,190,1914161,1017450276561793024,199656629,negative,other,2018-07-12T16:47:03.000Z,"Theresa May can’t win it seems: Britain turns against Theresa May on Brexit, Sky Data poll finds 
#ToryBrexitShambles  https://t.co/oYLpRvVA0l",['torybrexitshambles']
191,191,191,2558768,1023694031480598528,42679913,negative,other,2018-07-29T22:17:31.000Z,"@GeorgeAylett Pretty soon they'll pass a law against ""dangerous talk"" so that critics of a hard Brexitcan be charged with ""spreading gloom and despondencey"" about Brexit. Rekindle the Blitz spirit so we can all enjoy Brexit properly! #ToryBrexitShambles",['torybrexitshambles']
192,192,192,2599155,1024028782301245440,257218053,positive,other,2018-07-30T20:27:41.000Z,"@GarethinEurope @suedehead42 @thomasbrake @jeremycorbyn @vincecable @timfarron You'd kind of expect the 'leader' of the soi-disant 'anti-Brexit' party to vote against the #ToryBrexitShambles irrespective of other parties intentions.

You know, principle, integrity, leading by example...all that sort of stuff.

But no, St.Vincent was off conspiring",['torybrexitshambles']
193,193,193,1489879,1013085869467734016,42679913,negative,other,2018-06-30T15:44:28.000Z,"""when the UK becomes a third country..."" this is what the extremist wing Conservative party are calling for with their ""hard Brexit"" proposal (which we haven't prepared for). #ToryBrexitShambles https://t.co/92exJGHMhQ",['torybrexitshambles']
194,194,194,3266801,1032914047254052864,392546979,negative,other,2018-08-24T08:54:34.000Z,"Brexit: Conservative anger at Philip Hammond's 'dodgy project fear'

As soon as someone talks about the risks of Brexit a leaver immediately slams us down as ‘project fear’ but cannot offer any facts to counter the concerns.
#ToryBrexitShambles https://t.co/z2fof5RsVK",['torybrexitshambles']
195,195,195,3234278,1032607051636195328,199656629,neutral,leave,2018-08-23T12:34:40.000Z,"Cost of card payments 'to go up' under 'no-deal' Brexit
#ToryBrexitShambles  https://t.co/RE0iyftOHn",['torybrexitshambles']
